job_title,company,location,job_summary,post_date,more_info,salary,job_url
Développeur VueJS (H/F),HR-TEAM,Paris (75),"Dans le cadre d’un accroissement d’activité, nous recherchons plusieurs développeur VueJS (H/F) pour intégrer notre Squad Software Engineering. 


Le projet :
 Au sein des équipes techniques et sous la responsabilité d’un Tech Lead, vous intégrez une équipe de développeurs dédiée au développement et au maintien de différentes applications. 


Vos missions :


Développer de nouvelles fonctionnalités des outils en fonction des nouveaux besoins métiers en VueJS Typescript
Participer à la démarche de qualité/test
Participer au travail d’analyse et de modernisation de l’architecture front
Participer aux différents rituels agiles
 Profils recherchés / Stack technique 
Au minimum 3XP en VueJS (Vue 2 - Vue 3) / Idéalement NuxtJS 
Maitrise de Typescript 
Ecriture de tests unitaires sous Jest 

BDD : MongoDB 
Connaitre Webpack serait un +",PostedOffre publiée il y a 22 jour,De 50 000 € à 65 000 € par anTemps plein,De 50 000 € à 65 000 € par an,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOavjI4kVlz8Oj723Abr8mjWylM_PciljPDJmCD6Q58Pd3FUCjZ2cVWd74y3jTWZ-tgKLQl_QPzT5I1wfubYVKku3BpqCsLeelat8VJZAg9d3yEpT33GrlK-UwFnkwna1oBK-8nz8OB0Py0M-LX_tuYKrLHV111sk1v2L88C5Qm1u04ehG2zL74oqFlvr5xJFKvR9p12XEllMpog-vDHjhqJHlnmRFjEY3juGV0RC9Fya-WlyCvmPec7ruhG0BDYkphXbqgCNrixA-LQM3_D_O_ElR-ImXW9OVCNgzxZtWPAauNetCNUdTQSJOo4YtcecD469M-IO4Joyso-_8Pb_7t6a0snv5WfC6U-OFBh8gM_tY_Tw0ytYY5HytzcTP-0ngKWFwbY2GeasXYbO_OP83ulFatbdE3GdLzq-EGkkIA3k9BbV5ILZyJyx4to9ZllohPpzSzXjc2qhLCGcMqYDsOrepKdAqVD3JgOM71xLlEOy_eb7Hje9a8Um7rn16w0rsvknrGsReLlgPWU1Y9WQIWj8GkzxCb7wq8k61C66TJd5JwWf8krK11zHx7EWr14E0j8qfttLe5lwNiJqrac8eQ9l1JqGViWJXwPmyEs60nRdJ6NZKiJyzFnup9fChQAvwm03emG6_UwC1DvPW46deJdyNWLtZZRpUqjvTj11CkW5Oyovr2eP0zTDwOSE-JDhq1KxdCMR-wsOH3HjeRVgNezHakJtFw2U5A3RCwIfxON226_JfAKHi_Y8EZy8ylND62NWUuqMZ-fL4&xkcb=SoA1-_M3ZClVPNAH_D0JbzkdCdPP&p=1&fvj=0&vjs=3
DEVELOPPEUR WinDev H/H,Squaar,Lille (59),"Lieu: Nord Ouest de Lille 

Salaire: 35 - 45k / an 

 Au sein de l’équipe Informatique et rattaché au DSI, vous participerez au maintien et à l’évolution des solutions actuelles de notre client, directement liées aux activités de production industrielle. 

 Vous travaillerez en étroite collaboration avec les services utilisateurs. 

 Vous prenez en charge la globalité des projets qui vous seront confiés : L’analyse fonctionnelle, l’analyse technique, le développement, les tests, recettes et documentation.",PostedOffre publiée il y a 24 jour,De 35 000 € à 45 000 € par anTemps plein,De 35 000 € à 45 000 € par an,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOavjI4kVlz8Oj723Abr8mjWwo_l5tqw79DyCCBpvUih2KwCybqa5qmAwQNoVpiVXmYEmwcDPjSrm1sbdNh8FEOLitOy916j3Nuo0XpMGIZgzFqgnf2GjEi4rWfUTG7pWNoBC1RmL0inzSpxxL3gvxA-HTh_nMo96813WQhzbF1PhEJJSUwYFaDmRoKxoarYKAjOWVg0PI9T-PaX0cjpOWxRX58nxaFW61MmJLcVNBWDHl25KyKQsC6SP7OL8yOdfchWvhnKIKVrnynyDAjvY-0pXsyjMQt7_QEDD0usnhXIe1YhdmNJmCIiPPBwmT1wXIsC23Jn86jZUrgGmP9hykdrxwrM-pEQL0otwH7UefGAPYiZMzSixr-UkEKDpfSthgF_iuBrypFg9kb0LBbttEPYqg8-jxNyN8yuMUVWKT9_BqnwEuU8fS9UusTOF_R16MKhHm9NSuQ3s6q72jNB4OeGX315-UcbuaqslnXtGkuF67LXyPOdzDg0spW2Gq_fP_-tiVUihYP2FtWAcR3K3KuQqq7qT7-P5jLYJPZgBQP1azc5AUbiQtvxswCr18oSjcKLOlT42TDcMB7gh2hDy-QwjXXiB-B7nNwSSvw0NL5fKbV7QwhH3kqN0IKWCMKKS9E25hwFkMV2s91rikeM20aAMSQXJ0wnk99kDiw10BMFBtTwk6V_dPtrZSLfkJcB8XBvHJjGBNkelSijl10hj6hF5-d8Y1vjamLW0qIeXXBhvQevwHAnpIDjJMlfK_bktiNarhFDADtbvM&xkcb=SoAP-_M3ZClVPNAH_D0PbzkdCdPP&p=2&fvj=0&vjs=3
Développeur NodeJS (H/F),HR-TEAM,Paris (75),"Dans le cadre d’un renfort d’activité, et pour intégrer notre Squad Software Engineering, nous recherchons plusieurs Développeur NodeJS Typescript (H/F) 


Secteurs d’activités: Cloud, Cybersécurité, Transport, Pari sportif 


Vos missions :


Participation à l’élaboration du cahiers des charges et recueil des besoins
Définition de l’architecture back du projet
Développement de nouvelles features
Maintenance des fonctionnalités existantes
Mise en place et maintien des bonnes pratiques de de développements (TDD, BDD, Agilité...)

Compétence requises :


Expérience en architecture microservices et/ou hexagonale
Expérience Serverless (AWS ou GCP)
Pour les profils expert, la maitrise de l’anglais est indispensable (échanges quotidien avec équipes offshore)
Maitrise / ou connaissance de GraphQL
Maitrise de Typescript
Notions sur des langages front : Angular 2+ , VueJS, ou ReactJS
 Possibilité de full télétravail pour les profils experts.",PostedOffre publiée il y a 22 jour,De 50 000 € à 65 000 € par anTemps plein,De 50 000 € à 65 000 € par an,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOavjI4kVlz8Oj723Abr8mjWylM_PciljPDDprlPRNv42f_nGdT9_7mvCBZCcx0yrwOAXT3AerKq1ys-uZSvnEyP3oNYHf-Lmwc5MctuTcU3v_bVlamytl7fo7N6Ct_ERydntDNktGXTuhm-XDV61RqkfUTqgh-5vnho5-ao3gMlJtzw1NoL9d2HE43pjRqqtQ3hZf4ZZt_2LYMUo0mBG3hKXJ6gcqDakSi2zyCf7JvWjG2N-clykDRNl49wgoVaEVAbvdzSUL2_KZWyLNWuwROk_sVjYRxHaDASzwstm2iok4Gj68mvOzg5qCT8fNqbK3RxmF3g2xtSeGeFwfB2ca7QEvbnJsUC60bIAA3lW8gIS7ayTtjo7F0Mi3A6IOvkt6KHHQhFn67y7YUoEcItiwtRscUzJcQuCFyo3bjnJnQOKLvgbM27B0ip7WrSZYTVgA6ilVXPJk30Z1aiWGw8dB3BBDoXF2N-jOfer3-VJo4ZrCTld23Qz8JWurArf6R_Yh2hu4R_LYlHtI2e6tGY1VmostCoga_LKwANidEg_ooHNHjVeI0QVQxZ3ZSSHgEqteIkQJ9ySAzduEar-F0aIVFyzpCFaso5B_yichLVQRysF_mqCE2-mSafPuPWRVqbhi10wm6iqIOIrtfX-p03ARGWvPaOt8NtnmkBXxclcehIc-OdnJonIp4Pg0DQeTAJAtYbhtTglnACRR74lqXchirSkdgKRKsK3-yxXQXmY-gLqCTztovef1C2PVEsCj0tzkyvbeqxJN6l8q&xkcb=SoAm-_M3ZClVPNAH_D0NbzkdCdPP&p=3&fvj=0&vjs=3
Développeur PHP F/H / Freelance,LeHibou,Paris (75),Notre client dans le secteur du conseil recherche un Développeur PHP H/F Descriptif de la mission : Notre partenaire est à la recherche d'un développeur PHP confirmé avec en moyenne 4 à 7 années d'expérience dans divers domaines. La mission est située à Paris avec une discussion possible sur le taux de télé travail Compétences / Qualités indispensables : PHP ou SQL SERVER,PostedOffre publiée il y a 2 jour,550 € par jourTemps plein +1,550 € par jour,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOarXqP_IanWTdE2Rku-oimkR94NrPZlsvzfvIRQtdlcSD1Ff2uj1GZm7atw7QRtMs-xIWSgCmD6qzpQ2PKTr9nzkihWZrgJ5q5PkQtCZoDxyJ3T9bKu4mvOlQJ9HYcjUuLy8qnQC0fhOrHfog5Hlg1RQvaNzHknSm6HAuWjh-WRe_8VnoJQhtQmdJJ2Czoy_UrLtyYY8PXTEIjywRGCfleNAHP2wDh1WOklq28Sww-BVMU-Q3wb2vYr-fMTRuEuXIIFb9lX9wGGi2QK2-3gasgnaDlAKTdA4E0mhQViBPAi9sLVI-o4fQ_hgH_8pO6f3KYNJfbNgzps3sTV-BWbOt4N6vbtJJTEW4rpNieRMv4NGlTanBqTm3rOzxsPblUEPFNUsWe-NvzsBP39D2MZOPEH1w6PrLG5MlYyLxlO6kypPqB_-ExoyTvuUv20QDlZff90xgl_NWEvr2aYxqliFGw615qHxbDXOtuezDyqxfeTguBCnF3-Kz3-iprqfhfAqUqIXDWlEauTpigcCrLwvHBAS6isyw22_uLX3WRRoKiEyvxpRdTfXiYkpxdzvzgLsTfteVw947H4z0CXbwX5AUNjEkRM40WGU_bm500bEFZ5IwZttZqoun7SYRDwOImb0X3g==&xkcb=SoBZ-_M3ZClVPNgH_D0LbzkdCdPP&p=4&fvj=0&vjs=3
Développeur PHP Symfony H/F / Freelance,HR-TEAM,Paris (75),"Contexte Nous recherchons plusieurs Développeurs PHP/ Symfony (H/F). Projet Intégré(e) au sein d'une équipe projet, vous contribuez à la construction et l'évolution de la partie back end des différentes applications que nous réalisons (secteur médias, e-commerce, des jeux ). Poste et missions Dans le cadre de vos missions, vous : - Concevez et réalisez les développements sous PHP 7/ 8 Symfony 4 et 5 ; - Participez à l'évolution de l'architecture hexagonale ou microservices; - Ecrivez les tests automatisés unitaires (PHPUnit) et de non-régression ; - Assurez la rédaction de documentations techniques ; - Participez à la résolution des problématiques de performances et de montées en charge ; - Travaillez en méthodologie Agile. Environnement Technique : PHP 7/8, Symfony 4/5, architecture hexagonale, API Platform, RabbitMQ, MySQL, Git, CI/CD. 

 Profil De formation Bac +2 à Bac +5, - Vous avez une très bonne maitrise de PHP 7 et 8 et MySQL ; - Vous maitrisez Symfony 4 et 5, Javascript, Git et docker ; - Vous avez travaillé avec des problématiques de cache et de performance (utilisation de varnish, redis etc) ; - Vous avez une passion pour le développement et les challenges algorithmiques.",PostedOffre publiée il y a 8 jour,De 400 € à 550 € par jourTemps plein +1,De 400 € à 550 € par jour,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOarXqP_IanWTdE2Rku-oimkSG4Zu2iYuqowBPwqMR1kVs0A3MHQ21SZhQTbFrYyF3ScXTADD1j6pBnifyXPXuLcAzYqsLODC3Vd8663qIhSfc0XC-71tDdpszByfAlJtAzarp02ADcoMlbRRdPJQCUPCfH6OX7T3HQgfhZds2pyUaPL0bhgkqQ5Z5JgVzBW2yQr08ir-HGszt8QNOiODvcXLUxMNOG6nWbKUII9_UymrIKjmrtSgWMb7IVPb0SKDFLoNVJyj1XOK6GlzmzwlxflBogFUGU53mEcjbJAC33kLxA7j3K1B27ysf4tlJPxrCQ9_xS-ibr56n8gYKz4P2QawnyAKw37JsGe9KX1akc9A5wHy0HA1aXyxm0OHq3hHprVfhgCvf2NbjI_W4V9-iAuJhz_ysyjNS0jhuQV-l8CYkXp2jAtz08cFO59gfF4dxN-rnAGmWM50SlaIe03KjRYCJbX0N_r5Nqn3Z7LZvnRuLg7-V1JaJ2kd435Q1d62R3-OiUd0XQzaTNiFBcErzISJARxfqOY65qiwyf4oYoIiqdj0blABI09S350834HZO3inIgP5ZOSGFz2nLA7GM1ii-BuMlEUCgRgfF5h15CxB9fmmFydIIINOkOoWdUYEc8-KSZPyaGcn8&xkcb=SoDt-_M3ZClVPNgH_D0KbzkdCdPP&p=5&fvj=0&vjs=3
Développeur Frontend,One2Team,Neuilly-sur-Seine (92),"
Missions
 Intégré(e) à une équipe de développeurs applicatif, vous aurez pour mission de :

Proposer des solutions techniques simples, maintenables, pertinentes et évolutives.
Développer de nouvelles fonctionnalités et faire évoluer les existantes.
Contribuer aux réflexions fonctionnelles et d’architecture en étant sensible aux problèmes d’ergonomie, de performance et de simplicité.
Développer les meilleures pratiques (Test Driven Development) en Continuous Delivery.

Vous serez épaulé(e) par une équipe de technophiles chevronnés qui feront leur maximum pour partager avec vous leur passion du coding !
 Profil

Ingénieur de formation, vous avez une expérience solide en développement Reac.JS.
Vous avez déjà utilisé la librairie Redux.
Vous aimez faire participez à des meetups.
Les nouvelles technologies du web vous passionnent :technologies D3, ReactJS.
Vous êtes sensible aux bonnes pratiques de codage et vous maitrisez les environnements de tests pour développement WEB (Cucumber, Karma, PhantomJS).
Vous appréciez les interactions avec des UX/UI et êtes sensible aux sujets design et ergonomie.

",PostedOffre publiée il y a plus de 30 jours,CDI,,https://www.indeed.com/rc/clk?jk=06fcca5e1c7c0cd8&fccid=da509e9886f208e5&vjs=3
Développeur d'application WEB F/H,ARealTI,La Garenne-Colombes (92),"

  Nous recherchons pour l'un de nos clients dans le domaine de la connectivité, de la TV numérique, de l'IOT et de l'intelligence artificielle, un Ingénieur Développement d'Applications Web H/F. Vous rejoindrez un secteur innovant et serez intégré à l'équipe Home Gateway. 
  
 Parmi vos responsabilités, vous serez amené à : 
  

Maintenir et réaliser les évolutions d'UI d'un produit existant 
Développer de manière modulaire et responsive l'application 
Vous assurer de la cohérence des développements en relation de la partie bas niveau 
Établir les fiches de livraisons pour chaque release 
Réaliser les tests de non régression après intégration 
Déployer sur les plateformes de production 
Faire évoluer et maintenir la base d'exigence du produit






  De formation ingénieur ou universitaire, vous disposez d'une expérience reconnue de 2 ans minimum en développement Web. 
  


Vous maitrisez les langages Javascript, HTML, CSS 
Vous êtes familier des environnements de gestion et de génération de code, Git et outils de test automatique. 
Vous maîtrisez les bonnes pratiques de sécurité des applications web (OWASP...). 
Idéalement vous disposez d'une expérience de développement sur Home Gateway et une connaissance du Data Model TR-181 qui équipe les Home Gateway. 

 Poste à pourvoir en CDI à Colombes (92). Possibilité de télétravail 2 jours / semaine. Entreprise handi-accueillante.
 



ARealTI accompagne depuis plus de 10 ans les entreprises dont l'activité est placée au coeur de l'innovation. Dénicheur de talents en ingénierie des systèmes embarqués, nous sommes une structure qui a conservé l'esprit start-up et nous privilégions l'humain et le partenariat à long terme. Animés par la passion et le challenge technique, nos ingénieurs et indépendants évoluent dans un environnement technologique stimulant qui favorise le partage des expertises et la convivialité.
",PostedOffre publiée il y a 1 jour,CDI,,https://www.indeed.com/rc/clk?jk=61f2b61263ccb2ed&fccid=1625a6d7cfaa31de&vjs=3
Développeur web fullstack H/F,Leihia,Télétravail à Épône (78)+ 7 lieux,"










          ENTREPRISE
         










           EXPERT RH
         










           NOS OFFRES D'EMPLOI
         










           MON COMPTE
         



















 Rejoignez l’équipe de Développeur web fullstack H/F 









           reply
          







 Descriptif du poste 

Le poste en quelques mots : 








Leihia est la première plateforme digitale qui combine l'intelligence artificielle et l'humain afin de révéler quels sont vos talents. 
 Elle vous offre le bilan de vos talents et compétences, puis, elle vous met en relation avec des consultants et vous propose un emploi, stage ou alternance fait pour vous.
 Leihia propose par ailleurs, une solution inédite et innovante aux recruteurs de toute taille, pour les aider dans leurs enjeux de recrutement, de mobilité et de RSE.
 Avec Leihia et pour la première fois, les entreprises recrutent autrement : sans CV, sans profil de poste; en plaçant le sens et les valeurs au centre de leur stratégie RH. 
 Rejoindre les équipes Leihia, c’est embarquer avec une équipe de passionnés, rassemblés autour d’une idéologie unique qu’il est possible d’équilibrer l’offre et la demande en matière d’emploi et de recrutement.
 Nous sommes éditeur d’une plateforme en mode SaaS à fort impact social et sociétal. Nous défendons le droit au travail pour tous.✨
 La différence Leihia se matérialise en 3 points :
 1- Leihia prend en charge en même temps la gestion de carrière et l'orientation scolaire des individus et les besoins en recrutement, et mobilité des entreprises
 2- Avec Leihia vous ne misez plus sur des critères déclaratifs pour vos recrutements (match entre un cv et un profil de poste); mais sur des critères d'alignement et de sens (match entre la nature profonde d'un individu et la singularité de chaque métier)
 3- L'alignement de l'offre et de la demande en matière d'emploi repose sur l'interconnexion technique et humaine. Des experts en recrutement, en reconversion, en orientation et ou en gestion de carrière, complètent les prédictions de l'algorithme

 Nous avons à cœur de maintenir notre vision dans tout ce que nous entreprenons :
 Donner du sens à nos vies par le travail pour tous en transformant en profondeur nos relations à l’emploi et au recrutement.

 Pour ce faire, nous nous appuyons sur des valeurs fortes qui constituent notre ADN 
 A…ltruisme
 D…o What you are
 N…ever give up

 Nous recrutons un développeur VueJS et NodeJS H/F
 Le poste est basé à Rueil Malmaison 92 au pied du RER A
 Côté techno intégrer les équipes de développement de Leihia c’est accepter de relever le défi de mener au bout la prouesse technologique imposée par l’ambition de Leihia : 
Tu rêves de développer une plateforme vraiment innovante ? Alors Leihia, est le projet qu’il te faut.
 Vous intégrez une équipe courte de développeurs. Vous travaillez en méthode agile (SCRUM) et vous faites partie d’une équipe dans laquelle chacun est investi de missions pluridisciplinaires. Nos sprints sont réalisés sur une semaine. 
Vous serez basé à Rueil Malmaison en pied du RER, et vous bénéficierez d’un cadre de travail épanouissant dans un environnement agile. 
 Vous aimez véritablement le développement web et JS et appréciez autant la qualité du code que le résultat final dans un prisme d’expérience utilisateur.
 Vous êtes en charge du développement de fonctionnalités techniques pour faire évoluer nos différentes interfaces.
 Nous recherchons une véritable personnalité, force de proposition, qui saura nous challenger et nous présenter de nouvelles façons de faire.
 Vous avez une bonne connaissance du développement web et vous souhaitez parfaire vos connaissances et votre code au sein d’une entreprise qui saura développer et révéler votre potentiel.

 Vos missions au quotidien :  
✔ Développer de nouvelles fonctionnalités
 ✔ Gérer et maintenir les applications
 ✔ Assurer le suivi de maintenance opérationnelle sur les applications développées
 ✔ Etablir les diagnostics en cas d’anomalie
 ✔ Garantir la qualité du code
 ✔ Rédiger la documentation technique

 Vos atouts pour réussir :  
 ✔ Vous avez une bonne maitrise de VueJS, NodeJS, HTML5, CSS
 ✔ Vous êtes rigoureux et avez déjà des réalisations intéressantes à votre actif
 ✔ Vous savez manipuler et interagir avec des API REST
 ✔ Vous savez travailler en méthode agile

 Si vous avez des connaissances en OPS ce sera un atout supplémentaire, sans pour autant être obligatoire  

 Ce poste est présenté avec de nombreux avantages :
 ✔ 11 jours de RTT chaque année
 ✔ Prime vacances
 ✔ 1 jour de télétravail par semaine
 ✔ Boissons chaudes à volonté
 ✔ Mutuelle pour toute la famille
 ✔ Un magnifique cadre de travail (Bureaux lumineux donnant sur une terrasse, jardin et accès régulier à des événements et animations)
 ✔ Une ambiance de travail fun et motivante dans un contexte entrepreneurial fort
 Plus que votre expertise, c’est votre capacité à vous intégrer dans notre équipe qui fera la différence 
 Plus que vos diplômes, nous regarderons vos réalisations . Vous avez une expérience de deux ans et vous avez des réalisations marquantes ? Nous avons envie de les partager avec vous.
 Vous l’avez compris nous n’exigeons aucun diplôme En revanche, nous testerons vos premières compétences et votre passion pour le code.
 Nous vous proposons un poste stimulant auprès d’une équipe experte et passionnée qui saura vous développer.
 Nous sommes impatients de faire votre connaissance, et avons le plaisir de vous offrir le bilan de vos talents et compétences pour faire le point sur vos aspirations professionnelles.











 ADMINISTRATIF :









               article
             


 Type de contrat : 




             CDI
            








               today
             


 Durée du contrat : 




             Contrat à durée indéterminée
            












               auto_awesome
             


 Experience dans le domaine : 




             Intermédiaire (2 à 4 ans)
            








               euro
             


 Salaire : 




             À partir de 30 000 €
            












               schedule
             


 Temps de travail : 




             Temps complet
            








               location_city
             


 Lieu de travail : 




             Épône - 78217
            












               settings
             


 Référence : 




             Développeur web Fullstack JS H/F
            








               home
             


 Télétravail : 




             Oui
            












               add_task
             


 Avantages en entreprise : 





              Mutuelle
             





               RTT
             





               Softs et boissons chaudes gratuits
             





               Jeux dans les bureaux
             





               Formations
             



















 COMPÉTENCES ACADÉMIQUES :









                 school
               


 Niveau d'étude souhaité : 




               Bac +2 
              












                record_voice_over
               


 Niveau de maîtrise de la langue française : 






                 Langue maternelle / Bilingue (nive... 
                














                translate
               


 Langues étrangères : 





                Anglais 
               











COMPÉTENCES TECHNIQUES :









                 computer
               


 Compétences informatiques : 







                  Planification projet 
                 







                  Veille technologique 
                 







                  Green Tech / développement durable 
                 







                  Développement frontend 
                 







                  Développement fullstack 
                 







                  Déploiement de solutions 
                 







                  Production de la documentation tec... 
                 







                  MS Office (Word, excel, powerpoint... 
                 







                  Trello 
                 







                  Java 
                 







                  JavaScript 
                 







                  HTML 
                 







                  CSS 
                 







                  VueJS 
                 







                  Git 
                 







                  GitLab 
                 







                  GitHub 
                 







                  SQL 
                 







                  MySQL 
                 







                  Mongo DB 
                 















                verified_user
               


 Certifications et formations : 






                 VueJS 
                







                 PHP 
                














                local_shipping
               


 Permis de conduire : 




               Non communiqué
               












COMPÉTENCES COMPORTEMENTALES :









               psychology
             


 Soft skills : 






               Agilité 
              







               Anticipation des problèmes 
              







               Attentif au détail / Pointilleux 
              







               Autonomie 
              







               Calme 
              







               Capacités de planification 
              







               Développe une vision 
              







               Efficace 
              







               Engagement 
              







               Esprit d'équipe 
              










              surfing
             


 Loisirs : 





              Economie 
             





              Humour 
             





              Sciences 
             





              High tech 
             





              Informatique 
             





              Sport 
             








 Vos talents pour réussir dans le poste 





1 



Le candidat devra fabriquer des produits techniques






 2 



Le candidat devra construire des infrastructures techniques






 3 



Le candidat devra déployer des infrastructures techniques






 4 



Le candidat devra fabriquer des solutions techniques financières






 5 



Le candidat devra fabriquer des produits techniques ou technologiques pour des utilisateurs






 6 



Le candidat devra résoudre des problèmes liés à des infrastructures techniques






 7 



Le candidat devra concevoir des solutions, ou produits financiers






 8 



Le candidat devra mettre en place des solutions pour optimiser les résultats de l'organisation






 9 



Le candidat devra fabriquer des choses en lien avec de la technique ou de technologie pour des utilisateurs






 10 



Le candidat devra mettre en place des solutions techniques ou technologiques pour des utilsateurs






 11 



Le candidat devra fabriquer des produits de production











",PostedAujourd'hui,À partir de 30 000 € par anCDI +1,À partir de 30 000 € par an,https://www.indeed.com/rc/clk?jk=544e6449a768f14b&fccid=09bbd9ce3c7757d2&vjs=3
Développeuse / Développeur Backend Junior H/F - IDF,Capgemini,Paris (75),"


A propos de nous



 Capgemini est un leader mondial du conseil, des services informatiques et de la transformation numérique. A la pointe de l’innovation, le Groupe aide ses clients à saisir l’ensemble des opportunités que présentent le cloud, le digital et les plateformes. Fort de 50 ans d’expérience et d’une grande expertise des différents secteurs d’activité, il accompagne les entreprises et organisations dans la réalisation de leurs ambitions, de la définition de leur stratégie à la mise en oeuvre de leurs opérations. Pour Capgemini, ce sont les hommes et les femmes qui donnent toute sa valeur à la technologie. Résolument multiculturel, le Groupe compte 270 000 collaborateurs présents dans plus de 50 pays.





 A propos du poste



 En intégrant nos équipes, vous aurez l’occasion d’intervenir sur des sujets tels que la refonte de SI pour la gestion de sinistres ou la digitalisation de parcours de souscription.
 Vous pourrez accompagner nos leads développeurs et ainsi contribuer à :

Proposer des solutions techniques pour répondre aux besoins métiers,
Comprendre les chiffrages nécessaires au développement des fonctionnalités,
Développer les fonctionnalités,
Réaliser les tests d’intégration,
Analyser et corriger les anomalies,
Rédiger les documents techniques.






 Capgemini vous correspond si




 Vous avez un diplôme de niveau bac +5
Vous maitrisez le développement JAVA
Vous avez des connaissances en webservices (rest et soap) et en bases de données (Oracles et SQLServeur)
Vous parlez anglais


 CAPGEMINI, Entreprise handi accueillante, conformément à la norme AFNOR NF X50-783, est également signataire de la charte de la diversité en entreprise




 Quelques bonnes raisons de rejoindre Capgemini



",PostedOffre publiée il y a 11 jour,,,https://www.indeed.com/rc/clk?jk=0220befc54e96740&fccid=105ecfd0283f415f&vjs=3
Développeur Full Stack - H/F,FREE SAS,Paris 8e (75),"
Reactjs / Next-js / Nodejs / Html / Tailwind-css
 Frontend Developer, Développeur Frontend, Backend Developer, Full Stack Developer / CDI / Environ 45k€ / 0 - 2 ans / Paris
 Le poste
 Chez Iliad-Free, nous sommes persuadés que la Diversité est une richesse ! Créé en 1999, le Groupe ILIAD est un acteur majeur des télécommunications en Europe. Opérateur innovant, inventeur de la 1ère box triple-play au monde, ILIAD est aujourd’hui présent en France, en Italie et en Pologne et compte 14 700 collaborateurs au service de 42,7 millions d’abonnés. Maison-mère de FREE, le groupe est aujourd’hui un opérateur intégré Fixe et Mobile Très Haut Débit qui se distingue par ses offres simples et accessible.
 Les responsabilités

 Assurer toutes les étapes du développement (conception, développement, test/qualité, déploiement).
 Contribuer à l’architecture du produit, aux revues de code, et à la qualité et stabilité du produit dans son ensemble.
 Participer à l'évolution de nos composants React.js.
 Développer des fonctionnalités à grandes valeurs.
 Garantir la délivrabilité des fonctionnalités.

 Pourquoi venir chez nous?
 Un Groupe en croissance, animé par une vision entrepreneuriale forte, c’est un Groupe qui fait grandir ses collaborateurs. Rejoindre ILIAD c’est la promesse de travailler sur des projets dont vous serez fiers, et d’évoluer en compétences comme en responsabilités. La révolution des télécoms est lancée ! En ferez-vous partie ? Pour en savoir plus sur nos actualités et engagements : https://www.iliad.fr/
",PostedOffre publiée il y a 21 jour,45 000 € par anCDI,45 000 € par an,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AwMULmlYjVk_Br5rNmm-MHe0EXU9eEpgTPCbIqjx6pfOuehYV5wL63MO_QrhXPkGSSYusQ49z1c5MP7KZExOIQUOnpeWKCy3v4mLXDGI-yCdT5k3iC-Ln8aYFXDh7Mx4cLomCgTUp7Q3Z0ukc4iersJocPLkNPaduSguVBdnBK2XLyfSZJTzjk993A0mHdM8knYLUgETFlLOmmtGVc4G0Trt1A51pE5nk1qSGKX0ffzDRF1Cbgc0FnRlaKtOdWqhd_sEAHjlfUZP293J91UGYWibJqoof35XnYD1ehDmwK0Mt96VqU-GtX9pdrUxJPRrIPSR4mAKJd3qTK2kI97q2E1sWUsV9_kZIfqnYogDCqPze48p1mC7S79KtguFdlWBpettzemF6UfdJG1KQlrkp2tzZf-Ef_NZX_rNcXPYuOJYqf2ivJbe8GX1tOpE9_Sxkurf-J9my02DyW1ttXX4jYs0bqEG_NAArTJ0zt3VQKJ2K_vLWlqaZSMNBA6148l7XLSaza06PQscn57QuU9fLzf-oL3sVQg97yFLZfuhNQPUNCV8SIAyEYyv4Tj4lvSczMWCSxLMCw1p4OLYuSYOXccy6upqIKqqjr4NN1AvU4aBdOZVi3NF-5ex6QlzTM4i4suGwZZRrnfBXKjFz7Rl9h2EA66M7ESoekuD54Ryigbuwb7q_cCdajaQlGrpY0vNEFuBu4nUmDtrSRJgaEQEaC7L73xvLM2fU104lySlI3tM8e4dWbM-Cx&xkcb=SoBj-_M3ZClVPMAH_D0KbzkdCdPP&p=10&fvj=0&vjs=3
